crop_name,variety_and_condition,nutrient,soil_level,recommendation_amount,unit
LANZONES/RAMBUTAN,7 years up,POTASSIUM,L,1.2,kg/tree
LANZONES/RAMBUTAN,7 years up,POTASSIUM,M,0.9,kg/tree
LANZONES/RAMBUTAN,7 years up,POTASSIUM,H,0.6,kg/tree
MANGO/MANGOSTEEN,New,NITROGEN,L,0.01,kg/tree
MANGO/MANGOSTEEN,New,NITROGEN,M,0.01,kg/tree
MANGO/MANGOSTEEN,New,NITROGEN,H,0.01,kg/tree
MANGO/MANGOSTEEN,New,PHOSPHORUS,L,0.01,kg/tree
MANGO/MANGOSTEEN,New,PHOSPHORUS,M,0.009,kg/tree
MANGO/MANGOSTEEN,New,PHOSPHORUS,H,0.005,kg/tree
MANGO/MANGOSTEEN,New,POTASSIUM,L,0.015,kg/tree
MANGO/MANGOSTEEN,New,POTASSIUM,M,0.009,kg/tree
MANGO/MANGOSTEEN,New,POTASSIUM,H,0.003,kg/tree
MANGO/MANGOSTEEN,1-3 years,NITROGEN,L,0.1,kg/tree
MANGO/MANGOSTEEN,1-3 years,NITROGEN,M,0.05,kg/tree
MANGO/MANGOSTEEN,1-3 years,NITROGEN,H,0.02,kg/tree
MANGO/MANGOSTEEN,1-3 years,PHOSPHORUS,L,0.1,kg/tree
MANGO/MANGOSTEEN,1-3 years,PHOSPHORUS,M,0.04,kg/tree
MANGO/MANGOSTEEN,1-3 years,PHOSPHORUS,H,0.02,kg/tree
MANGO/MANGOSTEEN,1-3 years,POTASSIUM,L,0.15,kg/tree
MANGO/MANGOSTEEN,1-3 years,POTASSIUM,M,0.09,kg/tree
MANGO/MANGOSTEEN,1-3 years,POTASSIUM,H,0.06,kg/tree
MANGO/MANGOSTEEN,4-6 years,NITROGEN,L,0.15,kg/tree
MANGO/MANGOSTEEN,4-6 years,NITROGEN,M,0.1,kg/tree
MANGO/MANGOSTEEN,4-6 years,NITROGEN,H,0.05,kg/tree
MANGO/MANGOSTEEN,4-6 years,PHOSPHORUS,L,0.2,kg/tree
MANGO/MANGOSTEEN,4-6 years,PHOSPHORUS,M,0.075,kg/tree
MANGO/MANGOSTEEN,4-6 years,PHOSPHORUS,H,0.03,kg/tree
MANGO/MANGOSTEEN,4-6 years,POTASSIUM,L,0.3,kg/tree
MANGO/MANGOSTEEN,4-6 years,POTASSIUM,M,0.15,kg/tree
MANGO/MANGOSTEEN,4-6 years,POTASSIUM,H,0.09,kg/tree
MANGO/MANGOSTEEN,7-10 years,NITROGEN,L,0.2,kg/tree
MANGO/MANGOSTEEN,7-10 years,NITROGEN,M,0.15,kg/tree
MANGO/MANGOSTEEN,7-10 years,NITROGEN,H,0.1,kg/tree
MANGO/MANGOSTEEN,7-10 years,PHOSPHORUS,L,0.3,kg/tree
MANGO/MANGOSTEEN,7-10 years,PHOSPHORUS,M,0.15,kg/tree
MANGO/MANGOSTEEN,7-10 years,PHOSPHORUS,H,0.05,kg/tree
MANGO/MANGOSTEEN,7-10 years,POTASSIUM,L,0.4,kg/tree
MANGO/MANGOSTEEN,7-10 years,POTASSIUM,M,0.3,kg/tree
MANGO/MANGOSTEEN,7-10 years,POTASSIUM,H,0.15,kg/tree
MANGO/MANGOSTEEN,10 years up,NITROGEN,L,0.4,kg/tree
MANGO/MANGOSTEEN,10 years up,NITROGEN,M,0.3,kg/tree
MANGO/MANGOSTEEN,10 years up,NITROGEN,H,0.15,kg/tree
MANGO/MANGOSTEEN,10 years up,PHOSPHORUS,L,0.4,kg/tree
MANGO/MANGOSTEEN,10 years up,PHOSPHORUS,M,0.25,kg/tree
MANGO/MANGOSTEEN,10 years up,PHOSPHORUS,H,0.1,kg/tree
MANGO/MANGOSTEEN,10 years up,POTASSIUM,L,0.6,kg/tree
MANGO/MANGOSTEEN,10 years up,POTASSIUM,M,0.45,kg/tree
MANGO/MANGOSTEEN,10 years up,POTASSIUM,H,0.3,kg/tree
PAPAYA,2-4 months,NITROGEN,L,0.024,kg/tree
PAPAYA,2-4 months,NITROGEN,M,0.016,kg/tree
PAPAYA,2-4 months,NITROGEN,H,0.012,kg/tree
PAPAYA,2-4 months,PHOSPHORUS,L,0.048,kg/tree
PAPAYA,2-4 months,PHOSPHORUS,M,0.028,kg/tree
PAPAYA,2-4 months,PHOSPHORUS,H,0.012,kg/tree
PAPAYA,2-4 months,POTASSIUM,L,0.03,kg/tree
PAPAYA,2-4 months,POTASSIUM,M,0.021,kg/tree
PAPAYA,2-4 months,POTASSIUM,H,0.015,kg/tree
PAPAYA,6-12 months,NITROGEN,L,0.08,kg/tree
PAPAYA,6-12 months,NITROGEN,M,0.05,kg/tree
PAPAYA,6-12 months,NITROGEN,H,0.04,kg/tree
PAPAYA,6-12 months,PHOSPHORUS,L,0.16,kg/tree
PAPAYA,6-12 months,PHOSPHORUS,M,0.086,kg/tree
PAPAYA,6-12 months,PHOSPHORUS,H,0.035,kg/tree
PAPAYA,6-12 months,POTASSIUM,L,0.11,kg/tree
PAPAYA,6-12 months,POTASSIUM,M,0.09,kg/tree
PAPAYA,6-12 months,POTASSIUM,H,0.06,kg/tree
PAPAYA,1-2 years,NITROGEN,L,0.2,kg/tree
PAPAYA,1-2 years,NITROGEN,M,0.1,kg/tree
PAPAYA,1-2 years,NITROGEN,H,0.1,kg/tree
PAPAYA,1-2 years,PHOSPHORUS,L,0.4,kg/tree
PAPAYA,1-2 years,PHOSPHORUS,M,0.22,kg/tree
PAPAYA,1-2 years,PHOSPHORUS,H,0.09,kg/tree
PAPAYA,1-2 years,POTASSIUM,L,0.27,kg/tree
PAPAYA,1-2 years,POTASSIUM,M,0.2,kg/tree
PAPAYA,1-2 years,POTASSIUM,H,0.14,kg/tree
JUTE,,NITROGEN,L,60,kg/ha
JUTE,,NITROGEN,M,40,kg/ha
JUTE,,NITROGEN,H,20,kg/ha
JUTE,,PHOSPHORUS,L,30,kg/ha
JUTE,,PHOSPHORUS,M,15,kg/ha
JUTE,,PHOSPHORUS,H,0,kg/ha
JUTE,,POTASSIUM,L,90,kg/ha
JUTE,,POTASSIUM,M,30,kg/ha
JUTE,,POTASSIUM,H,30,kg/ha
COCONUT,New Transplant,NITROGEN,L,0.06,kg/tree
COCONUT,New Transplant,NITROGEN,M,0.04,kg/tree
COCONUT,New Transplant,NITROGEN,H,0.02,kg/tree
COCONUT,New Transplant,PHOSPHORUS,L,0.05,kg/tree
COCONUT,New Transplant,PHOSPHORUS,M,0.25,kg/tree
COCONUT,New Transplant,PHOSPHORUS,H,0.01,kg/tree
COCONUT,New Transplant,POTASSIUM,L,0.2,kg/tree
COCONUT,New Transplant,POTASSIUM,M,0.13,kg/tree
COCONUT,New Transplant,POTASSIUM,H,0.1,kg/tree
COCONUT,1-5 years,NITROGEN,L,0.3,kg/tree
COCONUT,1-5 years,NITROGEN,M,0.2,kg/tree
COCONUT,1-5 years,NITROGEN,H,0.1,kg/tree
COCONUT,1-5 years,PHOSPHORUS,L,0.2,kg/tree
COCONUT,1-5 years,PHOSPHORUS,M,0.075,kg/tree
COCONUT,1-5 years,PHOSPHORUS,H,0.02,kg/tree
COCONUT,1-5 years,POTASSIUM,L,0.6,kg/tree
COCONUT,1-5 years,POTASSIUM,M,0.45,kg/tree
COCONUT,1-5 years,POTASSIUM,H,0.3,kg/tree
COCONUT,6-8 years,NITROGEN,L,0.4,kg/tree
COCONUT,6-8 years,NITROGEN,M,0.3,kg/tree
COCONUT,6-8 years,NITROGEN,H,0.2,kg/tree
COCONUT,6-8 years,PHOSPHORUS,L,0.3,kg/tree
COCONUT,6-8 years,PHOSPHORUS,M,0.15,kg/tree
COCONUT,6-8 years,PHOSPHORUS,H,0.05,kg/tree
COCONUT,6-8 years,POTASSIUM,L,1.2,kg/tree
COCONUT,6-8 years,POTASSIUM,M,0.9,kg/tree
COCONUT,6-8 years,POTASSIUM,H,0.6,kg/tree
COCONUT,9 years up,NITROGEN,L,0.5,kg/tree
COCONUT,9 years up,NITROGEN,M,0.4,kg/tree
COCONUT,9 years up,NITROGEN,H,0.3,kg/tree
COCONUT,9 years up,PHOSPHORUS,L,0.4,kg/tree
COCONUT,9 years up,PHOSPHORUS,M,0.25,kg/tree
COCONUT,9 years up,PHOSPHORUS,H,0.1,kg/tree
COCONUT,9 years up,POTASSIUM,L,1.8,kg/tree
COCONUT,9 years up,POTASSIUM,M,1.5,kg/tree
COCONUT,9 years up,POTASSIUM,H,1.2,kg/tree
PALM DATE (African Oil),New,NITROGEN,L,0.03,kg/tree
PALM DATE (African Oil),New,NITROGEN,M,0.02,kg/tree
PALM DATE (African Oil),New,NITROGEN,H,0.01,kg/tree
PALM DATE (African Oil),New,PHOSPHORUS,L,0.03,kg/tree
PALM DATE (African Oil),New,PHOSPHORUS,M,0.015,kg/tree
PALM DATE (African Oil),New,PHOSPHORUS,H,0.01,kg/tree
PALM DATE (African Oil),New,POTASSIUM,L,0.02,kg/tree
PALM DATE (African Oil),New,POTASSIUM,M,0.15,kg/tree
PALM DATE (African Oil),New,POTASSIUM,H,0.09,kg/tree
PALM DATE (African Oil),Young,NITROGEN,L,0.2,kg/tree
PALM DATE (African Oil),Young,NITROGEN,M,0.1,kg/tree
PALM DATE (African Oil),Young,NITROGEN,H,0.05,kg/tree
PALM DATE (African Oil),Young,PHOSPHORUS,L,0.2,kg/tree
PALM DATE (African Oil),Young,PHOSPHORUS,M,0.25,kg/tree
PALM DATE (African Oil),Young,PHOSPHORUS,H,0.04,kg/tree
PALM DATE (African Oil),Young,POTASSIUM,L,0.06,kg/tree
PALM DATE (African Oil),Young,POTASSIUM,M,0.45,kg/tree
PALM DATE (African Oil),Young,POTASSIUM,H,0.3,kg/tree
PALM DATE (African Oil),Bearing,NITROGEN,L,0.3,kg/tree
PALM DATE (African Oil),Bearing,NITROGEN,M,0.2,kg/tree
PALM DATE (African Oil),Bearing,NITROGEN,H,0.1,kg/tree
PALM DATE (African Oil),Bearing,PHOSPHORUS,L,0.25,kg/tree
PALM DATE (African Oil),Bearing,PHOSPHORUS,M,0.18,kg/tree
PALM DATE (African Oil),Bearing,PHOSPHORUS,H,0.08,kg/tree
PALM DATE (African Oil),Bearing,POTASSIUM,L,0.09,kg/tree
PALM DATE (African Oil),Bearing,POTASSIUM,M,0.6,kg/tree
PALM DATE (African Oil),Bearing,POTASSIUM,H,0.45,kg/tree
RUBBER,1 year,NITROGEN,L,0.04,kg/tree
RUBBER,1 year,NITROGEN,M,0.03,kg/tree
RUBBER,1 year,NITROGEN,H,0.02,kg/tree
RUBBER,1 year,PHOSPHORUS,L,0.08,kg/tree
RUBBER,1 year,PHOSPHORUS,M,0.05,kg/tree
RUBBER,1 year,PHOSPHORUS,H,0.02,kg/tree
RUBBER,1 year,POTASSIUM,L,0.135,kg/tree
RUBBER,1 year,POTASSIUM,M,0.09,kg/tree
RUBBER,1 year,POTASSIUM,H,0.06,kg/tree
RUBBER,2-6 years,NITROGEN,L,0.06,kg/tree
RUBBER,2-6 years,NITROGEN,M,0.05,kg/tree
RUBBER,2-6 years,NITROGEN,H,0.03,kg/tree
RUBBER,2-6 years,PHOSPHORUS,L,0.13,kg/tree
RUBBER,2-6 years,PHOSPHORUS,M,0.075,kg/tree
RUBBER,2-6 years,PHOSPHORUS,H,0.03,kg/tree
RUBBER,2-6 years,POTASSIUM,L,0.225,kg/tree
RUBBER,2-6 years,POTASSIUM,M,0.15,kg/tree
RUBBER,2-6 years,POTASSIUM,H,0.1,kg/tree
RUBBER,7 years up,NITROGEN,L,0.05,kg/tree
RUBBER,7 years up,NITROGEN,M,0.04,kg/tree
RUBBER,7 years up,NITROGEN,H,0.02,kg/tree
RUBBER,7 years up,PHOSPHORUS,L,0.11,kg/tree
RUBBER,7 years up,PHOSPHORUS,M,0.0675,kg/tree
RUBBER,7 years up,PHOSPHORUS,H,0.025,kg/tree
RUBBER,7 years up,POTASSIUM,L,0.18,kg/tree
RUBBER,7 years up,POTASSIUM,M,0.12,kg/tree
RUBBER,7 years up,POTASSIUM,H,0.08,kg/tree
SOYBEAN,,NITROGEN,L,30,kg/ha
SOYBEAN,,NITROGEN,M,25,kg/ha
SOYBEAN,,NITROGEN,H,20,kg/ha
SOYBEAN,,PHOSPHORUS,L,40,kg/ha
SOYBEAN,,PHOSPHORUS,M,25,kg/ha
SOYBEAN,,PHOSPHORUS,H,10,kg/ha
SOYBEAN,,POTASSIUM,L,40,kg/ha
SOYBEAN,,POTASSIUM,M,30,kg/ha
SOYBEAN,,POTASSIUM,H,20,kg/ha
SUGARCANE,,NITROGEN,L,150,kg/ha
SUGARCANE,,NITROGEN,M,100,kg/ha
SUGARCANE,,NITROGEN,H,75,kg/ha
SUGARCANE,,PHOSPHORUS,L,60,kg/ha
SUGARCANE,,PHOSPHORUS,M,35,kg/ha
SUGARCANE,,PHOSPHORUS,H,20,kg/ha
SUGARCANE,,POTASSIUM,L,120,kg/ha
SUGARCANE,,POTASSIUM,M,90,kg/ha
SUGARCANE,,POTASSIUM,H,60,kg/ha
TOBACCO,Wrapper,NITROGEN,L,60,kg/ha
TOBACCO,Wrapper,NITROGEN,M,40,kg/ha
TOBACCO,Wrapper,NITROGEN,H,20,kg/ha
TOBACCO,Wrapper,PHOSPHORUS,L,40,kg/ha
TOBACCO,Wrapper,PHOSPHORUS,M,25,kg/ha
TOBACCO,Wrapper,PHOSPHORUS,H,10,kg/ha
TOBACCO,Wrapper,POTASSIUM,L,90,kg/ha
TOBACCO,Wrapper,POTASSIUM,M,60,kg/ha
TOBACCO,Wrapper,POTASSIUM,H,45,kg/ha
TOBACCO,Filler,NITROGEN,L,40,kg/ha
TOBACCO,Filler,NITROGEN,M,30,kg/ha
TOBACCO,Filler,NITROGEN,H,10,kg/ha
TOBACCO,Filler,PHOSPHORUS,L,40,kg/ha
TOBACCO,Filler,PHOSPHORUS,M,25,kg/ha
TOBACCO,Filler,PHOSPHORUS,H,10,kg/ha
TOBACCO,Filler,POTASSIUM,L,90,kg/ha
TOBACCO,Filler,POTASSIUM,M,60,kg/ha
TOBACCO,Filler,POTASSIUM,H,45,kg/ha
TOBACCO,Virginia,NITROGEN,L,20,kg/ha
TOBACCO,Virginia,NITROGEN,M,10,kg/ha
TOBACCO,Virginia,NITROGEN,H,7,kg/ha
TOBACCO,Virginia,PHOSPHORUS,L,40,kg/ha
TOBACCO,Virginia,PHOSPHORUS,M,25,kg/ha
TOBACCO,Virginia,PHOSPHORUS,H,10,kg/ha
TOBACCO,Virginia,POTASSIUM,L,60,kg/ha
TOBACCO,Virginia,POTASSIUM,M,45,kg/ha
TOBACCO,Virginia,POTASSIUM,H,30,kg/ha
PINEAPPLE,Planted,NITROGEN,L,300,kg/ha
PINEAPPLE,Planted,NITROGEN,M,200,kg/ha
PINEAPPLE,Planted,NITROGEN,H,100,kg/ha
PINEAPPLE,Planted,PHOSPHORUS,L,80,kg/ha
PINEAPPLE,Planted,PHOSPHORUS,M,50,kg/ha
PINEAPPLE,Planted,PHOSPHORUS,H,20,kg/ha
PINEAPPLE,Planted,POTASSIUM,L,180,kg/ha
PINEAPPLE,Planted,POTASSIUM,M,120,kg/ha
PINEAPPLE,Planted,POTASSIUM,H,60,kg/ha
PINEAPPLE,Ratoon,NITROGEN,L,150,kg/ha
PINEAPPLE,Ratoon,NITROGEN,M,100,kg/ha
PINEAPPLE,Ratoon,NITROGEN,H,80,kg/ha
PINEAPPLE,Ratoon,PHOSPHORUS,L,40,kg/ha
PINEAPPLE,Ratoon,PHOSPHORUS,M,25,kg/ha
PINEAPPLE,Ratoon,PHOSPHORUS,H,10,kg/ha
PINEAPPLE,Ratoon,POTASSIUM,L,120,kg/ha
PINEAPPLE,Ratoon,POTASSIUM,M,75,kg/ha
PINEAPPLE,Ratoon,POTASSIUM,H,45,kg/ha
FOREST TREES,Narra/Fukien Tea Pine Trees (New),NITROGEN,L,0.012,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (New),NITROGEN,M,0.012,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (New),NITROGEN,H,0.01,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (New),PHOSPHORUS,L,0.004,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (New),PHOSPHORUS,M,0.0035,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (New),PHOSPHORUS,H,0.002,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (New),POTASSIUM,L,0.015,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (New),POTASSIUM,M,0.015,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (New),POTASSIUM,H,0.009,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (1-3 years),NITROGEN,L,0.025,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (1-3 years),NITROGEN,M,0.018,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (1-3 years),NITROGEN,H,0.015,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (1-3 years),PHOSPHORUS,L,0.007,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (1-3 years),PHOSPHORUS,M,0.0045,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (1-3 years),PHOSPHORUS,H,0.003,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (1-3 years),POTASSIUM,L,0.027,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (1-3 years),POTASSIUM,M,0.021,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (1-3 years),POTASSIUM,H,0.015,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (4-6 years),NITROGEN,L,0.04,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (4-6 years),NITROGEN,M,0.025,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (4-6 years),NITROGEN,H,0.018,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (4-6 years),PHOSPHORUS,L,0.01,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (4-6 years),PHOSPHORUS,M,0.006,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (4-6 years),PHOSPHORUS,H,0.004,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (4-6 years),POTASSIUM,L,0.039,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (4-6 years),POTASSIUM,M,0.027,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (4-6 years),POTASSIUM,H,0.021,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (Over 6 years),NITROGEN,L,0.05,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (Over 6 years),NITROGEN,M,0.04,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (Over 6 years),NITROGEN,H,0.03,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (Over 6 years),PHOSPHORUS,L,0.012,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (Over 6 years),PHOSPHORUS,M,0.0085,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (Over 6 years),PHOSPHORUS,H,0.005,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (Over 6 years),POTASSIUM,L,0.048,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (Over 6 years),POTASSIUM,M,0.039,kg/tree
FOREST TREES,Narra/Fukien Tea Pine Trees (Over 6 years),POTASSIUM,H,0.027,kg/tree
PULP TREES,New,NITROGEN,L,0.025,kg/tree
PULP TREES,New,NITROGEN,M,0.025,kg/tree
PULP TREES,New,NITROGEN,H,0.02,kg/tree
PULP TREES,New,PHOSPHORUS,L,0.003,kg/tree
PULP TREES,New,PHOSPHORUS,M,0.0025,kg/tree
PULP TREES,New,PHOSPHORUS,H,0.001,kg/tree
PULP TREES,New,POTASSIUM,L,0.015,kg/tree
PULP TREES,New,POTASSIUM,M,0.015,kg/tree
PULP TREES,New,POTASSIUM,H,0.009,kg/tree
PULP TREES,1-3 years,NITROGEN,L,0.1,kg/tree
PULP TREES,1-3 years,NITROGEN,M,0.08,kg/tree
PULP TREES,1-3 years,NITROGEN,H,0.06,kg/tree
PULP TREES,1-3 years,PHOSPHORUS,L,0.006,kg/tree
PULP TREES,1-3 years,PHOSPHORUS,M,0.0035,kg/tree
PULP TREES,1-3 years,PHOSPHORUS,H,0.002,kg/tree
PULP TREES,1-3 years,POTASSIUM,L,0.027,kg/tree
PULP TREES,1-3 years,POTASSIUM,M,0.021,kg/tree
PULP TREES,1-3 years,POTASSIUM,H,0.018,kg/tree
PULP TREES,4-6 years,NITROGEN,L,0.16,kg/tree
PULP TREES,4-6 years,NITROGEN,M,0.1,kg/tree
PULP TREES,4-6 years,NITROGEN,H,0.08,kg/tree
PULP TREES,4-6 years,PHOSPHORUS,L,0.008,kg/tree
PULP TREES,4-6 years,PHOSPHORUS,M,0.0045,kg/tree
PULP TREES,4-6 years,PHOSPHORUS,H,0.042,kg/tree
PULP TREES,4-6 years,POTASSIUM,L,0.042,kg/tree
PULP TREES,4-6 years,POTASSIUM,M,0.027,kg/tree
PULP TREES,4-6 years,POTASSIUM,H,0.021,kg/tree
PULP TREES,Over 6 years,NITROGEN,L,0.2,kg/tree
PULP TREES,Over 6 years,NITROGEN,M,0.16,kg/tree
PULP TREES,Over 6 years,NITROGEN,H,0.1,kg/tree
PULP TREES,Over 6 years,PHOSPHORUS,L,0.01,kg/tree
PULP TREES,Over 6 years,PHOSPHORUS,M,0.007,kg/tree
PULP TREES,Over 6 years,PHOSPHORUS,H,0.004,kg/tree
PULP TREES,Over 6 years,POTASSIUM,L,0.015,kg/tree
PULP TREES,Over 6 years,POTASSIUM,M,0.042,kg/tree
PULP TREES,Over 6 years,POTASSIUM,H,0.027,kg/tree
IPIL-IPIL/KAKAWATE,,NITROGEN,L,0.088,kg/tree
IPIL-IPIL/KAKAWATE,,NITROGEN,M,0.032,kg/tree
IPIL-IPIL/KAKAWATE,,NITROGEN,H,0.06,kg/tree
IPIL-IPIL/KAKAWATE,,PHOSPHORUS,L,0.014,kg/tree
IPIL-IPIL/KAKAWATE,,PHOSPHORUS,M,0.023,kg/tree
IPIL-IPIL/KAKAWATE,,PHOSPHORUS,H,0.01,kg/tree
IPIL-IPIL/KAKAWATE,,POTASSIUM,L,0.022,kg/tree
IPIL-IPIL/KAKAWATE,,POTASSIUM,M,0.008,kg/tree
IPIL-IPIL/KAKAWATE,,POTASSIUM,H,0.015,kg/tree
HERBS/BAMBOO/LAGUNDI/SAMBONG,Soft Med,NITROGEN,L,0.02,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,Soft Med,NITROGEN,M,0.02,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,Soft Med,NITROGEN,H,0.015,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,Soft Med,PHOSPHORUS,L,0.002,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,Soft Med,PHOSPHORUS,M,0.0015,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,Soft Med,PHOSPHORUS,H,0.001,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,Soft Med,POTASSIUM,L,0.008,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,Soft Med,POTASSIUM,M,0.006,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,Soft Med,POTASSIUM,H,0.003,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,1-3 years,NITROGEN,L,0.04,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,1-3 years,NITROGEN,M,0.03,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,1-3 years,NITROGEN,H,0.02,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,1-3 years,PHOSPHORUS,L,0.004,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,1-3 years,PHOSPHORUS,M,0.0023,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,1-3 years,PHOSPHORUS,H,0.001,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,1-3 years,POTASSIUM,L,0.005,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,1-3 years,POTASSIUM,M,0.009,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,1-3 years,POTASSIUM,H,0.006,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,4-6 years,NITROGEN,L,0.08,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,4-6 years,NITROGEN,M,0.04,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,4-6 years,NITROGEN,H,0.03,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,4-6 years,PHOSPHORUS,L,0.005,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,4-6 years,PHOSPHORUS,M,0.0035,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,4-6 years,PHOSPHORUS,H,0.002,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,4-6 years,POTASSIUM,L,0.018,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,4-6 years,POTASSIUM,M,0.015,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,4-6 years,POTASSIUM,H,0.009,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,Over 6 years,NITROGEN,L,0.1,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,Over 6 years,NITROGEN,M,0.08,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,Over 6 years,NITROGEN,H,0.04,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,Over 6 years,PHOSPHORUS,L,0.006,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,Over 6 years,PHOSPHORUS,M,0.0045,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,Over 6 years,PHOSPHORUS,H,0.003,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,Over 6 years,POTASSIUM,L,0.024,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,Over 6 years,POTASSIUM,M,0.018,kg/plant
HERBS/BAMBOO/LAGUNDI/SAMBONG,Over 6 years,POTASSIUM,H,0.015,kg/plant
KULITIS (SPINACH),,NITROGEN,L,120,kg/ha
KULITIS (SPINACH),,NITROGEN,M,80,kg/ha
KULITIS (SPINACH),,NITROGEN,H,40,kg/ha
KULITIS (SPINACH),,PHOSPHORUS,L,60,kg/ha
KULITIS (SPINACH),,PHOSPHORUS,M,40,kg/ha
KULITIS (SPINACH),,PHOSPHORUS,H,20,kg/ha
KULITIS (SPINACH),,POTASSIUM,L,75,kg/ha
KULITIS (SPINACH),,POTASSIUM,M,60,kg/ha
KULITIS (SPINACH),,POTASSIUM,H,30,kg/ha
MAGUEY (SISAL),,NITROGEN,L,50,kg/ha
MAGUEY (SISAL),,NITROGEN,M,30,kg/ha
MAGUEY (SISAL),,NITROGEN,H,20,kg/ha
MAGUEY (SISAL),,PHOSPHORUS,L,60,kg/ha
MAGUEY (SISAL),,PHOSPHORUS,M,40,kg/ha
MAGUEY (SISAL),,PHOSPHORUS,H,20,kg/ha
MAGUEY (SISAL),,POTASSIUM,L,60,kg/ha
MAGUEY (SISAL),,POTASSIUM,M,45,kg/ha
MAGUEY (SISAL),,POTASSIUM,H,30,kg/ha
MALUNGAY,,NITROGEN,L,0.04,kg/tree
MALUNGAY,,NITROGEN,M,0.03,kg/tree
MALUNGAY,,NITROGEN,H,0.02,kg/tree
MALUNGAY,,PHOSPHORUS,L,0.003,kg/tree
MALUNGAY,,PHOSPHORUS,M,0.0015,kg/tree
